model,condition,bodyuse,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=reactive_first|bo=na,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=na,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=na,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=na,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=na,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=na,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=na,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=na,logit_control__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_control__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_control__sr=alt_reactive|do=reactive_first|bo=na,logit_control__sr=alt_reactive|do=stable_first|bo=alt_first,logit_control__sr=alt_reactive|do=stable_first|bo=dep_first,logit_control__sr=alt_reactive|do=stable_first|bo=na,logit_control__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_control__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_control__sr=dep_reactive|do=reactive_first|bo=na,logit_control__sr=dep_reactive|do=stable_first|bo=alt_first,logit_control__sr=dep_reactive|do=stable_first|bo=dep_first,logit_control__sr=dep_reactive|do=stable_first|bo=na,logit_target__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_target__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_target__sr=alt_reactive|do=reactive_first|bo=na,logit_target__sr=alt_reactive|do=stable_first|bo=alt_first,logit_target__sr=alt_reactive|do=stable_first|bo=dep_first,logit_target__sr=alt_reactive|do=stable_first|bo=na,logit_target__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_target__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_target__sr=dep_reactive|do=reactive_first|bo=na,logit_target__sr=dep_reactive|do=stable_first|bo=alt_first,logit_target__sr=dep_reactive|do=stable_first|bo=dep_first,logit_target__sr=dep_reactive|do=stable_first|bo=na
llama3.2-1b,subscribe,target_only,pair_31,,,-1.703125,,,-1.671875,,,1.40625,,,1.09375,,,1.703125,,,1.671875,,,1.40625,,,1.09375,,,23.59375,,,23.609375,,,22.09375,,,22.4375,,,25.296875,,,25.28125,,,23.5,,,23.53125
llama3.2-1b,subscribe,target_only,pair_32,,,-0.78125,,,-0.953125,,,2.390625,,,2.6875,,,0.78125,,,0.953125,,,2.390625,,,2.6875,,,24.484375,,,24.3125,,,22.5625,,,22.5625,,,25.265625,,,25.265625,,,24.953125,,,25.25
llama3.2-1b,subscribe,target_only,pair_33,,,-2.65625,,,-2.5,,,-0.0625,,,0.3125,,,2.65625,,,2.5,,,-0.0625,,,0.3125,,,22.6875,,,23.25,,,24.640625,,,24.765625,,,25.34375,,,25.75,,,24.578125,,,25.078125
llama3.2-1b,subscribe,target_only,pair_34,,,-0.0625,,,-0.03125,,,1.796875,,,2.046875,,,0.0625,,,0.03125,,,1.796875,,,2.046875,,,23.421875,,,23.40625,,,22.53125,,,22.53125,,,23.484375,,,23.4375,,,24.328125,,,24.578125
llama3.2-1b,subscribe,target_only,pair_35,,,-1.234375,,,-1.953125,,,1.890625,,,1.765625,,,1.234375,,,1.953125,,,1.890625,,,1.765625,,,22.96875,,,22.3125,,,22.875,,,23.25,,,24.203125,,,24.265625,,,24.765625,,,25.015625
llama3.2-1b,subscribe,target_only,pair_36,,,-1.984375,,,-1.859375,,,1.578125,,,1.625,,,1.984375,,,1.859375,,,1.578125,,,1.625,,,23.625,,,23.75,,,21.765625,,,21.796875,,,25.609375,,,25.609375,,,23.34375,,,23.421875
llama3.2-1b,subscribe,target_only,pair_37,,,-1.984375,,,-1.890625,,,0.734375,,,0.5,,,1.984375,,,1.890625,,,0.734375,,,0.5,,,22.90625,,,23.4375,,,23.171875,,,23.484375,,,24.890625,,,25.328125,,,23.90625,,,23.984375
llama3.2-1b,subscribe,target_only,pair_38,,,-1.4375,,,-0.828125,,,0.984375,,,1.390625,,,1.4375,,,0.828125,,,0.984375,,,1.390625,,,23.296875,,,23.625,,,23.640625,,,23.59375,,,24.734375,,,24.453125,,,24.625,,,24.984375
llama3.2-1b,subscribe,target_only,pair_39,,,-2.28125,,,-2.875,,,1.46875,,,2.125,,,2.28125,,,2.875,,,1.46875,,,2.125,,,23.109375,,,22.84375,,,22.03125,,,21.4375,,,25.390625,,,25.71875,,,23.5,,,23.5625
llama3.2-1b,subscribe,target_only,pair_40,,,-1.28125,,,-1.171875,,,3.03125,,,3.1875,,,1.28125,,,1.171875,,,3.03125,,,3.1875,,,23.6875,,,23.984375,,,21.296875,,,21.1875,,,24.96875,,,25.15625,,,24.328125,,,24.375
llama3.2-1b,subscribe,target_only,pair_41,,,-0.765625,,,-0.734375,,,1.109375,,,1.828125,,,0.765625,,,0.734375,,,1.109375,,,1.828125,,,23.3125,,,23.625,,,24.078125,,,23.453125,,,24.078125,,,24.359375,,,25.1875,,,25.28125
llama3.2-1b,subscribe,target_only,pair_42,,,-1.078125,,,-1.390625,,,1.4375,,,1.328125,,,1.078125,,,1.390625,,,1.4375,,,1.328125,,,23.140625,,,23.0,,,22.3125,,,22.484375,,,24.21875,,,24.390625,,,23.75,,,23.8125
llama3.2-1b,subscribe,target_only,pair_43,,,-0.296875,,,-0.03125,,,1.53125,,,1.765625,,,0.296875,,,0.03125,,,1.53125,,,1.765625,,,25.0625,,,25.125,,,24.015625,,,24.09375,,,25.359375,,,25.15625,,,25.546875,,,25.859375
llama3.2-1b,subscribe,target_only,pair_44,,,-1.109375,,,-1.328125,,,0.984375,,,2.1875,,,1.109375,,,1.328125,,,0.984375,,,2.1875,,,24.296875,,,24.203125,,,23.34375,,,22.140625,,,25.40625,,,25.53125,,,24.328125,,,24.328125
llama3.2-1b,subscribe,target_only,pair_45,,,0.265625,,,-0.65625,,,1.375,,,2.4375,,,-0.265625,,,0.65625,,,1.375,,,2.4375,,,25.234375,,,24.8125,,,23.875,,,23.203125,,,24.96875,,,25.46875,,,25.25,,,25.640625
llama3.2-1b,useEffect,both,pair_01,0.6875,0.65625,,0.46875,0.515625,,1.796875,0.96875,,2.0,0.859375,,-0.6875,-0.65625,,-0.46875,-0.515625,,1.796875,0.96875,,2.0,0.859375,,26.734375,26.796875,,26.484375,26.421875,,24.578125,24.96875,,24.6875,25.5,,26.046875,26.140625,,26.015625,25.90625,,26.375,25.9375,,26.6875,26.359375,
llama3.2-1b,useEffect,both,pair_02,-1.09375,1.0,,-0.59375,2.140625,,0.546875,2.71875,,0.078125,1.765625,,1.09375,-1.0,,0.59375,-2.140625,,0.546875,2.71875,,0.078125,1.765625,,25.328125,26.640625,,25.953125,26.90625,,25.609375,23.546875,,25.578125,24.53125,,26.421875,25.640625,,26.546875,24.765625,,26.15625,26.265625,,25.65625,26.296875,
llama3.2-1b,useEffect,both,pair_03,0.21875,1.65625,,0.71875,1.4375,,2.3125,3.109375,,1.75,2.71875,,-0.21875,-1.65625,,-0.71875,-1.4375,,2.3125,3.109375,,1.75,2.71875,,25.5,26.875,,26.125,26.625,,24.84375,24.0625,,25.234375,24.6875,,25.28125,25.21875,,25.40625,25.1875,,27.15625,27.171875,,26.984375,27.40625,
llama3.2-1b,useEffect,both,pair_04,-2.640625,-0.6875,,-1.109375,0.296875,,0.828125,1.921875,,0.4375,1.5625,,2.640625,0.6875,,1.109375,-0.296875,,0.828125,1.921875,,0.4375,1.5625,,23.25,25.28125,,24.625,25.6875,,25.5,24.5625,,25.6875,25.0625,,25.890625,25.96875,,25.734375,25.390625,,26.328125,26.484375,,26.125,26.625,
llama3.2-1b,useEffect,both,pair_05,-0.78125,0.078125,,-0.296875,0.875,,0.703125,2.328125,,0.390625,1.75,,0.78125,-0.078125,,0.296875,-0.875,,0.703125,2.328125,,0.390625,1.75,,25.25,26.234375,,25.953125,26.65625,,25.828125,24.515625,,26.015625,25.3125,,26.03125,26.15625,,26.25,25.78125,,26.53125,26.84375,,26.40625,27.0625,
llama3.2-1b,useEffect,both,pair_06,-1.578125,-1.125,,-0.875,-0.96875,,0.703125,1.984375,,-0.109375,1.5625,,1.578125,1.125,,0.875,0.96875,,0.703125,1.984375,,-0.109375,1.5625,,24.578125,25.453125,,25.0625,25.234375,,25.484375,24.234375,,25.859375,24.84375,,26.15625,26.578125,,25.9375,26.203125,,26.1875,26.21875,,25.75,26.40625,
llama3.2-1b,useEffect,both,pair_07,-1.078125,-0.3125,,-0.875,-0.140625,,0.875,0.78125,,0.828125,-0.09375,,1.078125,0.3125,,0.875,0.140625,,0.875,0.78125,,0.828125,-0.09375,,25.375,25.84375,,25.46875,25.671875,,24.828125,24.5625,,25.0625,25.40625,,26.453125,26.15625,,26.34375,25.8125,,25.703125,25.34375,,25.890625,25.3125,
llama3.2-1b,useEffect,both,pair_08,-2.328125,-0.796875,,-1.546875,-0.40625,,-0.21875,0.46875,,-1.40625,-0.203125,,2.328125,0.796875,,1.546875,0.40625,,-0.21875,0.46875,,-1.40625,-0.203125,,24.171875,25.71875,,24.953125,25.828125,,25.734375,24.984375,,26.1875,25.703125,,26.5,26.515625,,26.5,26.234375,,25.515625,25.453125,,24.78125,25.5,
llama3.2-1b,useEffect,both,pair_09,-3.46875,-0.078125,,-2.203125,0.734375,,0.21875,1.609375,,-0.46875,0.625,,3.46875,0.078125,,2.203125,-0.734375,,0.21875,1.609375,,-0.46875,0.625,,23.640625,26.234375,,25.015625,26.171875,,25.828125,24.265625,,25.78125,25.03125,,27.109375,26.3125,,27.21875,25.4375,,26.046875,25.875,,25.3125,25.65625,
llama3.2-1b,useEffect,both,pair_10,-2.265625,-1.59375,,-1.71875,-1.3125,,0.4375,1.109375,,-0.171875,0.96875,,2.265625,1.59375,,1.71875,1.3125,,0.4375,1.109375,,-0.171875,0.96875,,24.125,25.546875,,24.6875,25.46875,,25.125,24.140625,,25.28125,24.40625,,26.390625,27.140625,,26.40625,26.78125,,25.5625,25.25,,25.109375,25.375,
llama3.2-1b,useEffect,both,pair_11,-0.90625,-0.703125,,-0.5,-0.46875,,1.453125,1.8125,,1.515625,1.921875,,0.90625,0.703125,,0.5,0.46875,,1.453125,1.8125,,1.515625,1.921875,,24.453125,25.3125,,24.703125,25.09375,,25.25,24.609375,,25.03125,24.765625,,25.359375,26.015625,,25.203125,25.5625,,26.703125,26.421875,,26.546875,26.6875,
llama3.2-1b,useEffect,both,pair_12,-1.6875,-0.140625,,-0.25,0.59375,,0.734375,1.953125,,0.734375,1.4375,,1.6875,0.140625,,0.25,-0.59375,,0.734375,1.953125,,0.734375,1.4375,,23.421875,24.75,,24.796875,25.0625,,24.890625,23.53125,,24.703125,23.96875,,25.109375,24.890625,,25.046875,24.46875,,25.625,25.484375,,25.4375,25.40625,
llama3.2-1b,useEffect,both,pair_13,-1.65625,-0.90625,,-0.59375,-0.03125,,0.578125,1.078125,,-0.328125,0.5,,1.65625,0.90625,,0.59375,0.03125,,0.578125,1.078125,,-0.328125,0.5,,24.8125,25.71875,,25.8125,26.25,,25.84375,25.078125,,26.28125,25.796875,,26.46875,26.625,,26.40625,26.28125,,26.421875,26.15625,,25.953125,26.296875,
llama3.2-1b,useEffect,both,pair_14,-0.328125,0.84375,,0.265625,0.90625,,1.359375,1.796875,,0.875,1.546875,,0.328125,-0.84375,,-0.265625,-0.90625,,1.359375,1.796875,,0.875,1.546875,,26.203125,27.296875,,26.734375,27.265625,,25.796875,25.5625,,26.234375,26.046875,,26.53125,26.453125,,26.46875,26.359375,,27.15625,27.359375,,27.109375,27.59375,
llama3.2-1b,useEffect,both,pair_15,-0.15625,1.109375,,-0.046875,1.625,,1.640625,2.390625,,1.4375,2.46875,,0.15625,-1.109375,,0.046875,-1.625,,1.640625,2.390625,,1.4375,2.46875,,25.84375,26.84375,,26.03125,26.703125,,24.9375,23.859375,,24.953125,24.015625,,26.0,25.734375,,26.078125,25.078125,,26.578125,26.25,,26.390625,26.484375,
llama3.2-1b,useEffect,both,pair_16,-2.671875,-0.890625,,-2.375,-1.21875,,0.53125,1.640625,,0.515625,1.09375,,2.671875,0.890625,,2.375,1.21875,,0.53125,1.640625,,0.515625,1.09375,,24.1875,25.921875,,24.640625,25.390625,,25.875,24.375,,25.859375,24.984375,,26.859375,26.8125,,27.015625,26.609375,,26.40625,26.015625,,26.375,26.078125,
llama3.2-1b,useEffect,both,pair_17,-2.0625,-0.703125,,-1.390625,-0.34375,,1.671875,2.671875,,1.46875,2.296875,,2.0625,0.703125,,1.390625,0.34375,,1.671875,2.671875,,1.46875,2.296875,,24.453125,25.875,,25.203125,26.15625,,25.046875,23.84375,,25.125,24.4375,,26.515625,26.578125,,26.59375,26.5,,26.71875,26.515625,,26.59375,26.734375,
llama3.2-1b,useEffect,both,pair_18,-0.953125,0.09375,,0.234375,1.796875,,0.890625,1.640625,,-0.234375,1.0,,0.953125,-0.09375,,-0.234375,-1.796875,,0.890625,1.640625,,-0.234375,1.0,,25.328125,26.40625,,26.171875,26.8125,,25.640625,24.625,,26.0,25.21875,,26.28125,26.3125,,25.9375,25.015625,,26.53125,26.265625,,25.765625,26.21875,
llama3.2-1b,useEffect,both,pair_19,-0.953125,0.65625,,0.5,1.046875,,2.03125,2.96875,,1.640625,2.578125,,0.953125,-0.65625,,-0.5,-1.046875,,2.03125,2.96875,,1.640625,2.578125,,24.34375,25.796875,,25.375,25.65625,,24.78125,23.734375,,24.90625,24.1875,,25.296875,25.140625,,24.875,24.609375,,26.8125,26.703125,,26.546875,26.765625,
llama3.2-1b,useEffect,both,pair_20,-2.375,-0.984375,,-1.1875,-0.4375,,0.046875,0.84375,,-0.90625,0.484375,,2.375,0.984375,,1.1875,0.4375,,0.046875,0.84375,,-0.90625,0.484375,,23.75,25.203125,,24.921875,25.625,,25.578125,24.59375,,25.828125,24.984375,,26.125,26.1875,,26.109375,26.0625,,25.625,25.4375,,24.921875,25.46875,
llama3.2-1b,useEffect,both,pair_21,-1.09375,0.46875,,-0.375,0.875,,2.28125,2.078125,,1.96875,1.5,,1.09375,-0.46875,,0.375,-0.875,,2.28125,2.078125,,1.96875,1.5,,24.546875,25.8125,,25.078125,25.578125,,23.9375,23.578125,,24.015625,24.0625,,25.640625,25.34375,,25.453125,24.703125,,26.21875,25.65625,,25.984375,25.5625,
llama3.2-1b,useEffect,both,pair_22,-0.34375,-0.03125,,0.171875,0.15625,,0.984375,1.828125,,0.609375,0.890625,,0.34375,0.03125,,-0.171875,-0.15625,,0.984375,1.828125,,0.609375,0.890625,,26.296875,27.03125,,26.75,26.953125,,26.25,25.515625,,26.421875,26.515625,,26.640625,27.0625,,26.578125,26.796875,,27.234375,27.34375,,27.03125,27.40625,
