model,condition,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=alt_reactive|do=stable_first|bo=alt_first,logit_alt__sr=alt_reactive|do=stable_first|bo=dep_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=dep_reactive|do=stable_first|bo=alt_first,logit_alt__sr=dep_reactive|do=stable_first|bo=dep_first,logit_close__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_close__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_close__sr=alt_reactive|do=stable_first|bo=alt_first,logit_close__sr=alt_reactive|do=stable_first|bo=dep_first,logit_close__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_close__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_close__sr=dep_reactive|do=stable_first|bo=alt_first,logit_close__sr=dep_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=dep_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=alt_reactive|do=stable_first|bo=alt_first,logit_dep__sr=alt_reactive|do=stable_first|bo=dep_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=dep_reactive|do=stable_first|bo=alt_first,logit_dep__sr=dep_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=dep_first,mean_LD_stateform_pair,n_cells
gemma3-1b-pt,alias,pair_41,-0.625,1.625,-0.25,1.875,-0.25,1.375,0.0,1.5,0.625,-1.625,0.25,-1.875,-0.25,1.375,0.0,1.5,0.625,-1.625,0.25,-1.875,-0.25,1.375,0.0,1.5,18.25,17.5,18.25,17.5,18.5,17.875,18.25,17.625,7.90625,8.0625,7.96875,8.1875,7.25,7.28125,7.3125,7.375,17.625,19.125,18.0,19.375,18.5,17.875,18.25,17.625,17.625,19.125,18.0,19.375,18.25,19.25,18.25,19.125,18.25,17.5,18.25,17.5,18.25,19.25,18.25,19.125,0.0,8
gemma3-1b-pt,alias,pair_42,-0.25,1.625,0.0,1.875,0.625,1.875,0.625,1.875,0.25,-1.625,-0.0,-1.875,0.625,1.875,0.625,1.875,0.25,-1.625,-0.0,-1.875,0.625,1.875,0.625,1.875,19.25,18.375,19.375,18.25,18.875,18.0,19.0,18.25,7.125,7.09375,7.15625,7.125,6.46875,6.40625,6.75,6.6875,19.0,20.0,19.375,20.125,18.875,18.0,19.0,18.25,19.0,20.0,19.375,20.125,19.5,19.875,19.625,20.125,19.25,18.375,19.375,18.25,19.5,19.875,19.625,20.125,0.21875,8
gemma3-1b-pt,alias,pair_43,-1.625,0.0,-1.125,0.375,-0.25,2.5,-1.25,1.375,1.625,-0.0,1.125,-0.375,-0.25,2.5,-1.25,1.375,1.625,-0.0,1.125,-0.375,-0.25,2.5,-1.25,1.375,19.75,19.25,19.75,19.25,19.125,17.5,19.5,18.25,8.0625,7.8125,8.0,8.0,7.9375,7.96875,8.0625,8.0,18.125,19.25,18.625,19.625,19.125,17.5,19.5,18.25,18.125,19.25,18.625,19.625,18.875,20.0,18.25,19.625,19.75,19.25,19.75,19.25,18.875,20.0,18.25,19.625,0.59375,8
gemma3-1b-pt,alias,pair_44,-2.0,0.75,-2.125,0.625,-2.0,0.25,-1.875,0.375,2.0,-0.75,2.125,-0.625,-2.0,0.25,-1.875,0.375,2.0,-0.75,2.125,-0.625,-2.0,0.25,-1.875,0.375,19.625,18.625,19.875,19.0,19.75,18.875,19.75,18.625,7.46875,7.625,7.65625,7.84375,7.3125,7.3125,7.59375,7.65625,17.625,19.375,17.75,19.625,19.75,18.875,19.75,18.625,17.625,19.375,17.75,19.625,17.75,19.125,17.875,19.0,19.625,18.625,19.875,19.0,17.75,19.125,17.875,19.0,-0.0625,8
gemma3-1b-pt,alias,pair_45,-1.875,1.25,-1.0,1.625,0.0,3.5,0.25,3.125,1.875,-1.25,1.0,-1.625,0.0,3.5,0.25,3.125,1.875,-1.25,1.0,-1.625,0.0,3.5,0.25,3.125,19.625,18.25,19.625,18.125,18.75,16.5,18.875,17.0,6.9375,6.9375,7.0,6.96875,6.90625,7.0,6.875,7.0625,17.75,19.5,18.625,19.75,18.75,16.5,18.875,17.0,17.75,19.5,18.625,19.75,18.75,20.0,19.125,20.125,19.625,18.25,19.625,18.125,18.75,20.0,19.125,20.125,0.859375,8
gemma3-1b-pt,alias_ctrl,pair_01,-2.5,-0.75,-1.25,0.5,-0.125,2.25,-0.75,1.375,2.5,0.75,1.25,-0.5,-0.125,2.25,-0.75,1.375,2.5,0.75,1.25,-0.5,-0.125,2.25,-0.75,1.375,20.25,20.0,20.375,19.625,19.625,18.375,20.125,19.125,7.5,7.4375,7.59375,7.65625,7.125,7.40625,7.15625,7.25,17.75,19.25,19.125,20.125,19.625,18.375,20.125,19.125,17.75,19.25,19.125,20.125,19.5,20.625,19.375,20.5,20.25,20.0,20.375,19.625,19.5,20.625,19.375,20.5,0.84375,8
gemma3-1b-pt,alias_ctrl,pair_02,-1.5,1.125,-1.25,1.25,-0.25,3.0,-0.5,2.125,1.5,-1.125,1.25,-1.25,-0.25,3.0,-0.5,2.125,1.5,-1.125,1.25,-1.25,-0.25,3.0,-0.5,2.125,18.75,18.0,18.875,18.25,18.375,16.75,18.375,17.25,6.375,6.4375,6.25,6.5,6.40625,6.5,6.40625,6.46875,17.25,19.125,17.625,19.5,18.375,16.75,18.375,17.25,17.25,19.125,17.625,19.5,18.125,19.75,17.875,19.375,18.75,18.0,18.875,18.25,18.125,19.75,17.875,19.375,0.59375,8
gemma3-1b-pt,alias_ctrl,pair_03,-1.0,0.75,-0.25,1.0,0.125,1.375,0.25,1.0,1.0,-0.75,0.25,-1.0,0.125,1.375,0.25,1.0,1.0,-0.75,0.25,-1.0,0.125,1.375,0.25,1.0,19.625,18.75,19.5,18.75,19.375,18.5,19.125,18.5,6.5,6.625,6.28125,6.375,5.875,5.8125,5.90625,5.90625,18.625,19.5,19.25,19.75,19.375,18.5,19.125,18.5,18.625,19.5,19.25,19.75,19.5,19.875,19.375,19.5,19.625,18.75,19.5,18.75,19.5,19.875,19.375,19.5,0.28125,8
gemma3-1b-pt,alias_ctrl,pair_04,-1.375,-0.125,-1.0,0.25,-0.125,0.875,-0.25,0.75,1.375,0.125,1.0,-0.25,-0.125,0.875,-0.25,0.75,1.375,0.125,1.0,-0.25,-0.125,0.875,-0.25,0.75,18.75,18.5,18.625,18.25,18.5,18.125,18.25,17.875,8.25,8.375,8.25,8.4375,7.84375,7.96875,7.625,7.75,17.375,18.375,17.625,18.5,18.5,18.125,18.25,17.875,17.375,18.375,17.625,18.5,18.375,19.0,18.0,18.625,18.75,18.5,18.625,18.25,18.375,19.0,18.0,18.625,0.4375,8
gemma3-1b-pt,alias_ctrl,pair_05,-2.0,0.125,-1.75,-0.125,-0.25,1.625,0.25,1.75,2.0,-0.125,1.75,0.125,-0.25,1.625,0.25,1.75,2.0,-0.125,1.75,0.125,-0.25,1.625,0.25,1.75,19.75,19.0,20.0,19.375,19.375,18.25,19.125,18.125,6.375,6.3125,6.25,6.15625,6.09375,5.75,5.90625,6.0,17.75,19.125,18.25,19.25,19.375,18.25,19.125,18.125,17.75,19.125,18.25,19.25,19.125,19.875,19.375,19.875,19.75,19.0,20.0,19.375,19.125,19.875,19.375,19.875,0.890625,8
gemma3-1b-pt,alias_ctrl,pair_06,-2.375,-0.75,-1.75,-0.625,0.0,1.125,-1.125,0.25,2.375,0.75,1.75,0.625,0.0,1.125,-1.125,0.25,2.375,0.75,1.75,0.625,0.0,1.125,-1.125,0.25,19.75,19.375,19.625,19.375,19.0,18.375,19.5,19.0,7.4375,7.53125,7.40625,7.59375,7.25,7.46875,7.28125,7.34375,17.375,18.625,17.875,18.75,19.0,18.375,19.5,19.0,17.375,18.625,17.875,18.75,19.0,19.5,18.375,19.25,19.75,19.375,19.625,19.375,19.0,19.5,18.375,19.25,0.71875,8
gemma3-1b-pt,alias_ctrl,pair_07,-2.625,0.0,-1.125,1.0,-0.125,2.0,-0.25,1.0,2.625,-0.0,1.125,-1.0,-0.125,2.0,-0.25,1.0,2.625,-0.0,1.125,-1.0,-0.125,2.0,-0.25,1.0,19.75,19.25,19.75,19.0,19.0,18.0,19.0,18.75,7.15625,7.09375,7.15625,7.34375,6.875,6.84375,6.75,6.78125,17.125,19.25,18.625,20.0,19.0,18.0,19.0,18.75,17.125,19.25,18.625,20.0,18.875,20.0,18.75,19.75,19.75,19.25,19.75,19.0,18.875,20.0,18.75,19.75,0.671875,8
gemma3-1b-pt,alias_ctrl,pair_08,-2.625,0.0,-1.5,1.0,0.25,2.375,0.25,1.625,2.625,-0.0,1.5,-1.0,0.25,2.375,0.25,1.625,2.625,-0.0,1.5,-1.0,0.25,2.375,0.25,1.625,19.875,19.0,19.75,18.75,18.625,17.375,18.75,18.0,7.25,7.375,7.21875,7.5625,7.0,7.1875,6.96875,7.09375,17.25,19.0,18.25,19.75,18.625,17.375,18.75,18.0,17.25,19.0,18.25,19.75,18.875,19.75,19.0,19.625,19.875,19.0,19.75,18.75,18.875,19.75,19.0,19.625,0.953125,8
gemma3-1b-pt,alias_ctrl,pair_09,-2.25,0.875,-2.125,0.625,-1.25,0.75,-1.0,0.875,2.25,-0.875,2.125,-0.625,-1.25,0.75,-1.0,0.875,2.25,-0.875,2.125,-0.625,-1.25,0.75,-1.0,0.875,19.75,18.375,19.875,18.75,19.25,18.25,19.5,18.375,6.78125,6.90625,7.1875,7.28125,6.46875,6.59375,6.5625,6.71875,17.5,19.25,17.75,19.375,19.25,18.25,19.5,18.375,17.5,19.25,17.75,19.375,18.0,19.0,18.5,19.25,19.75,18.375,19.875,18.75,18.0,19.0,18.5,19.25,0.28125,8
gemma3-1b-pt,alias_ctrl,pair_10,-2.625,-1.375,-2.0,-0.625,0.625,1.5,-0.5,0.5,2.625,1.375,2.0,0.625,0.625,1.5,-0.5,0.5,2.625,1.375,2.0,0.625,0.625,1.5,-0.5,0.5,19.625,19.375,19.625,19.125,17.75,17.375,18.375,18.125,7.15625,7.1875,7.1875,7.28125,7.0,6.96875,6.875,6.8125,17.0,18.0,17.625,18.5,17.75,17.375,18.375,18.125,17.0,18.0,17.625,18.5,18.375,18.875,17.875,18.625,19.625,19.375,19.625,19.125,18.375,18.875,17.875,18.625,1.09375,8
gemma3-1b-pt,alias_ctrl,pair_11,-0.75,0.75,0.125,1.125,1.75,3.0,1.125,2.25,0.75,-0.75,-0.125,-1.125,1.75,3.0,1.125,2.25,0.75,-0.75,-0.125,-1.125,1.75,3.0,1.125,2.25,20.0,19.375,19.875,19.5,19.25,18.5,19.5,19.0,7.5625,7.5625,7.28125,7.375,7.8125,7.65625,7.75,7.90625,19.25,20.125,20.0,20.625,19.25,18.5,19.5,19.0,19.25,20.125,20.0,20.625,21.0,21.5,20.625,21.25,20.0,19.375,19.875,19.5,21.0,21.5,20.625,21.25,0.859375,8
gemma3-1b-pt,alias_ctrl,pair_12,-1.25,0.5,-0.5,1.125,0.5,1.125,0.25,1.125,1.25,-0.5,0.5,-1.125,0.5,1.125,0.25,1.125,1.25,-0.5,0.5,-1.125,0.5,1.125,0.25,1.125,18.875,18.25,18.5,18.0,18.75,18.5,18.625,18.375,8.375,8.5625,8.625,8.9375,8.3125,8.5,8.125,8.25,17.625,18.75,18.0,19.125,18.75,18.5,18.625,18.375,17.625,18.75,18.0,19.125,19.25,19.625,18.875,19.5,18.875,18.25,18.5,18.0,19.25,19.625,18.875,19.5,0.390625,8
gemma3-1b-pt,alias_ctrl,pair_13,-3.125,-1.25,-2.125,-0.375,-1.0,1.625,-1.125,1.125,3.125,1.25,2.125,0.375,-1.0,1.625,-1.125,1.125,3.125,1.25,2.125,0.375,-1.0,1.625,-1.125,1.125,20.375,19.875,20.125,19.5,19.375,17.875,19.25,18.25,7.53125,7.5625,7.46875,7.625,7.75,7.5,7.6875,7.53125,17.25,18.625,18.0,19.125,19.375,17.875,19.25,18.25,17.25,18.625,18.0,19.125,18.375,19.5,18.125,19.375,20.375,19.875,20.125,19.5,18.375,19.5,18.125,19.375,0.9375,8
gemma3-1b-pt,alias_ctrl,pair_14,-0.5,0.875,-0.375,1.125,-0.25,1.125,-0.25,0.75,0.5,-0.875,0.375,-1.125,-0.25,1.125,-0.25,0.75,0.5,-0.875,0.375,-1.125,-0.25,1.125,-0.25,0.75,19.5,18.75,19.5,18.625,19.25,18.5,19.5,18.875,6.46875,6.46875,6.53125,6.65625,6.03125,5.96875,6.03125,5.96875,19.0,19.625,19.125,19.75,19.25,18.5,19.5,18.875,19.0,19.625,19.125,19.75,19.0,19.625,19.25,19.625,19.5,18.75,19.5,18.625,19.0,19.625,19.25,19.625,0.03125,8
gemma3-1b-pt,alias_ctrl,pair_15,-1.75,0.25,-0.875,0.875,0.25,1.5,0.0,1.875,1.75,-0.25,0.875,-0.875,0.25,1.5,0.0,1.875,1.75,-0.25,0.875,-0.875,0.25,1.5,0.0,1.875,20.25,19.5,20.125,19.5,19.875,19.375,20.0,19.125,7.21875,7.125,7.0625,6.9375,7.0,6.6875,7.0,6.84375,18.5,19.75,19.25,20.375,19.875,19.375,20.0,19.125,18.5,19.75,19.25,20.375,20.125,20.875,20.0,21.0,20.25,19.5,20.125,19.5,20.125,20.875,20.0,21.0,0.640625,8
gemma3-1b-pt,alias_ctrl,pair_16,-4.0,-0.25,-1.875,0.75,0.0,3.0,0.125,2.75,4.0,0.25,1.875,-0.75,0.0,3.0,0.125,2.75,4.0,0.25,1.875,-0.75,0.0,3.0,0.125,2.75,20.125,19.25,20.125,19.0,19.125,17.0,19.375,17.375,6.875,7.15625,7.28125,7.34375,7.375,7.4375,7.71875,7.625,16.125,19.0,18.25,19.75,19.125,17.0,19.375,17.375,16.125,19.0,18.25,19.75,19.125,20.0,19.5,20.125,20.125,19.25,20.125,19.0,19.125,20.0,19.5,20.125,1.40625,8
gemma3-1b-pt,alias_ctrl,pair_17,-2.375,-0.625,-1.5,0.0,0.0,1.625,-0.5,0.75,2.375,0.625,1.5,-0.0,0.0,1.625,-0.5,0.75,2.375,0.625,1.5,-0.0,0.0,1.625,-0.5,0.75,19.5,19.0,19.375,18.875,18.625,17.75,19.0,18.375,6.78125,6.8125,6.90625,6.90625,6.75,6.8125,6.65625,6.59375,17.125,18.375,17.875,18.875,18.625,17.75,19.0,18.375,17.125,18.375,17.875,18.875,18.625,19.375,18.5,19.125,19.5,19.0,19.375,18.875,18.625,19.375,18.5,19.125,0.796875,8
gemma3-1b-pt,alias_ctrl,pair_18,-2.25,0.0,-1.875,0.125,-1.5,0.625,-1.875,0.125,2.25,-0.0,1.875,-0.125,-1.5,0.625,-1.875,0.125,2.25,-0.0,1.875,-0.125,-1.5,0.625,-1.875,0.125,19.875,19.375,20.0,19.5,19.875,19.0,20.25,19.375,7.0625,7.15625,7.0,7.25,6.875,6.90625,6.9375,6.9375,17.625,19.375,18.125,19.625,19.875,19.0,20.25,19.375,17.625,19.375,18.125,19.625,18.375,19.625,18.375,19.5,19.875,19.375,20.0,19.5,18.375,19.625,18.375,19.5,0.171875,8
gemma3-1b-pt,alias_ctrl,pair_19,-1.375,-0.125,-1.125,0.125,-0.5,0.375,-0.625,0.375,1.375,0.125,1.125,-0.125,-0.5,0.375,-0.625,0.375,1.375,0.125,1.125,-0.125,-0.5,0.375,-0.625,0.375,18.375,18.125,18.375,18.0,18.5,18.25,18.125,17.875,7.84375,7.90625,7.96875,8.0625,7.625,7.71875,7.46875,7.625,17.0,18.0,17.25,18.125,18.5,18.25,18.125,17.875,17.0,18.0,17.25,18.125,18.0,18.625,17.5,18.25,18.375,18.125,18.375,18.0,18.0,18.625,17.5,18.25,0.265625,8
gemma3-1b-pt,alias_ctrl,pair_20,-1.875,0.75,-0.625,1.375,0.375,2.125,0.375,1.625,1.875,-0.75,0.625,-1.375,0.375,2.125,0.375,1.625,1.875,-0.75,0.625,-1.375,0.375,2.125,0.375,1.625,19.625,18.75,19.5,18.625,18.5,17.625,18.5,18.0,6.9375,7.0625,7.0625,7.28125,6.75,6.84375,6.84375,6.6875,17.75,19.5,18.875,20.0,18.5,17.625,18.5,18.0,17.75,19.5,18.875,20.0,18.875,19.75,18.875,19.625,19.625,18.75,19.5,18.625,18.875,19.75,18.875,19.625,0.609375,8
gemma3-1b-pt,alias_ctrl,pair_21,-1.875,0.5,-0.375,1.375,1.25,2.75,1.0,2.125,1.875,-0.5,0.375,-1.375,1.25,2.75,1.0,2.125,1.875,-0.5,0.375,-1.375,1.25,2.75,1.0,2.125,19.875,19.0,19.625,18.875,18.5,17.5,18.75,18.0,6.84375,6.8125,6.71875,7.03125,6.65625,6.8125,6.625,6.84375,18.0,19.5,19.25,20.25,18.5,17.5,18.75,18.0,18.0,19.5,19.25,20.25,19.75,20.25,19.75,20.125,19.875,19.0,19.625,18.875,19.75,20.25,19.75,20.125,0.9375,8
gemma3-1b-pt,alias_ctrl,pair_22,-1.875,0.0,-1.5,0.25,-0.75,1.25,-0.5,1.75,1.875,-0.0,1.5,-0.25,-0.75,1.25,-0.5,1.75,1.875,-0.0,1.5,-0.25,-0.75,1.25,-0.5,1.75,19.625,18.875,19.625,19.0,19.25,18.125,19.375,17.875,7.09375,7.0,6.9375,7.0625,6.59375,6.53125,6.4375,6.46875,17.75,18.875,18.125,19.25,19.25,18.125,19.375,17.875,17.75,18.875,18.125,19.25,18.5,19.375,18.875,19.625,19.625,18.875,19.625,19.0,18.5,19.375,18.875,19.625,0.609375,8
gemma3-1b-pt,alias_ctrl,pair_23,-1.875,0.125,-1.5,0.375,-0.125,1.25,-0.125,1.25,1.875,-0.125,1.5,-0.375,-0.125,1.25,-0.125,1.25,1.875,-0.125,1.5,-0.375,-0.125,1.25,-0.125,1.25,20.625,19.875,20.5,19.875,19.875,19.125,20.0,19.125,6.8125,6.59375,6.78125,6.75,6.15625,6.03125,6.21875,6.0,18.75,20.0,19.0,20.25,19.875,19.125,20.0,19.125,18.75,20.0,19.0,20.25,19.75,20.375,19.875,20.375,20.625,19.875,20.5,19.875,19.75,20.375,19.875,20.375,0.640625,8
gemma3-1b-pt,alias_ctrl,pair_24,-1.625,0.125,-1.25,0.5,0.75,2.0,0.625,1.5,1.625,-0.125,1.25,-0.5,0.75,2.0,0.625,1.5,1.625,-0.125,1.25,-0.5,0.75,2.0,0.625,1.5,18.875,18.375,19.0,18.5,18.125,17.5,18.125,17.875,6.375,6.34375,6.40625,6.46875,6.5,6.3125,6.28125,6.25,17.25,18.5,17.75,19.0,18.125,17.5,18.125,17.875,17.25,18.5,17.75,19.0,18.875,19.5,18.75,19.375,18.875,18.375,19.0,18.5,18.875,19.5,18.75,19.375,0.890625,8
gemma3-1b-pt,alias_ctrl,pair_25,-2.125,-0.25,-0.875,0.875,1.0,2.25,0.75,2.25,2.125,0.25,0.875,-0.875,1.0,2.25,0.75,2.25,2.125,0.25,0.875,-0.875,1.0,2.25,0.75,2.25,18.875,18.625,18.625,18.125,18.625,18.25,18.375,17.875,8.0625,8.4375,8.375,8.5625,8.4375,8.5,8.0625,8.3125,16.75,18.375,17.75,19.0,18.625,18.25,18.375,17.875,16.75,18.375,17.75,19.0,19.625,20.5,19.125,20.125,18.875,18.625,18.625,18.125,19.625,20.5,19.125,20.125,1.078125,8
gemma3-1b-pt,alias_ctrl,pair_26,-1.75,0.25,-0.625,1.25,0.375,2.25,0.375,1.375,1.75,-0.25,0.625,-1.25,0.375,2.25,0.375,1.375,1.75,-0.25,0.625,-1.25,0.375,2.25,0.375,1.375,20.125,19.375,20.0,19.125,19.25,18.25,19.125,18.75,7.46875,7.8125,7.625,7.84375,7.1875,7.21875,7.3125,7.3125,18.375,19.625,19.375,20.375,19.25,18.25,19.125,18.75,18.375,19.625,19.375,20.375,19.625,20.5,19.5,20.125,20.125,19.375,20.0,19.125,19.625,20.5,19.5,20.125,0.65625,8
gemma3-1b-pt,alias_ctrl,pair_27,-1.625,0.375,-0.75,0.875,0.125,2.25,-0.375,1.75,1.625,-0.375,0.75,-0.875,0.125,2.25,-0.375,1.75,1.625,-0.375,0.75,-0.875,0.125,2.25,-0.375,1.75,19.75,18.75,19.375,18.625,19.0,17.875,19.125,18.0,7.1875,7.09375,6.84375,6.78125,7.03125,7.0,7.28125,7.15625,18.125,19.125,18.625,19.5,19.0,17.875,19.125,18.0,18.125,19.125,18.625,19.5,19.125,20.125,18.75,19.75,19.75,18.75,19.375,18.625,19.125,20.125,18.75,19.75,0.609375,8
gemma3-1b-pt,alias_ctrl,pair_28,-2.125,0.5,-1.0,0.75,-0.875,1.625,-0.875,0.75,2.125,-0.5,1.0,-0.75,-0.875,1.625,-0.875,0.75,2.125,-0.5,1.0,-0.75,-0.875,1.625,-0.875,0.75,19.75,18.75,19.5,18.75,19.25,18.0,19.375,18.5,6.9375,7.0,6.8125,6.9375,6.25,6.15625,6.28125,6.21875,17.625,19.25,18.5,19.5,19.25,18.0,19.375,18.5,17.625,19.25,18.5,19.5,18.375,19.625,18.5,19.25,19.75,18.75,19.5,18.75,18.375,19.625,18.5,19.25,0.3125,8
gemma3-1b-pt,alias_ctrl,pair_29,-1.375,0.625,-1.375,0.625,-0.375,1.625,0.5,2.5,1.375,-0.625,1.375,-0.625,-0.375,1.625,0.5,2.5,1.375,-0.625,1.375,-0.625,-0.375,1.625,0.5,2.5,19.375,18.5,19.5,18.625,18.75,17.75,18.625,17.25,6.8125,7.0625,7.0,7.125,6.84375,7.15625,6.75,6.90625,18.0,19.125,18.125,19.25,18.75,17.75,18.625,17.25,18.0,19.125,18.125,19.25,18.375,19.375,19.125,19.75,19.375,18.5,19.5,18.625,18.375,19.375,19.125,19.75,0.71875,8
gemma3-1b-pt,alias_ctrl,pair_30,-0.375,1.5,-0.375,1.5,-0.75,1.125,-1.125,1.125,0.375,-1.5,0.375,-1.5,-0.75,1.125,-1.125,1.125,0.375,-1.5,0.375,-1.5,-0.75,1.125,-1.125,1.125,19.125,18.5,19.125,18.5,19.25,18.5,19.25,18.5,6.75,6.84375,6.8125,6.9375,6.71875,6.8125,6.75,6.84375,18.75,20.0,18.75,20.0,19.25,18.5,19.25,18.5,18.75,20.0,18.75,20.0,18.5,19.625,18.125,19.625,19.125,18.5,19.125,18.5,18.5,19.625,18.125,19.625,-0.234375,8
gemma3-1b-pt,alias_ctrl,pair_31,-2.25,0.125,-1.375,1.0,0.25,2.0,-0.375,1.0,2.25,-0.125,1.375,-1.0,0.25,2.0,-0.375,1.0,2.25,-0.125,1.375,-1.0,0.25,2.0,-0.375,1.0,19.75,19.0,19.625,18.5,18.5,17.5,19.0,18.5,6.75,6.71875,6.75,6.78125,6.15625,6.03125,6.0625,6.0,17.5,19.125,18.25,19.5,18.5,17.5,19.0,18.5,17.5,19.125,18.25,19.5,18.75,19.5,18.625,19.5,19.75,19.0,19.625,18.5,18.75,19.5,18.625,19.5,0.671875,8
gemma3-1b-pt,alias_ctrl,pair_32,-2.375,-0.125,-0.875,0.75,0.5,2.125,0.125,2.125,2.375,0.125,0.875,-0.75,0.5,2.125,0.125,2.125,2.375,0.125,0.875,-0.75,0.5,2.125,0.125,2.125,20.125,19.625,20.0,19.5,19.75,18.75,19.875,18.875,7.21875,7.15625,7.125,7.1875,7.15625,6.96875,7.125,7.03125,17.75,19.5,19.125,20.25,19.75,18.75,19.875,18.875,17.75,19.5,19.125,20.25,20.25,20.875,20.0,21.0,20.125,19.625,20.0,19.5,20.25,20.875,20.0,21.0,0.9375,8
gemma3-1b-pt,alias_ctrl,pair_33,-2.375,-1.125,-1.5,0.0,-0.25,1.375,-0.75,0.625,2.375,1.125,1.5,-0.0,-0.25,1.375,-0.75,0.625,2.375,1.125,1.5,-0.0,-0.25,1.375,-0.75,0.625,20.125,19.75,19.875,19.25,19.125,18.125,19.375,18.625,7.5,7.625,7.65625,7.65625,7.34375,7.34375,7.28125,7.25,17.75,18.625,18.375,19.25,19.125,18.125,19.375,18.625,17.75,18.625,18.375,19.25,18.875,19.5,18.625,19.25,20.125,19.75,19.875,19.25,18.875,19.5,18.625,19.25,0.75,8
gemma3-1b-pt,alias_ctrl,pair_34,-0.75,0.75,-0.375,1.375,1.125,1.75,0.875,2.125,0.75,-0.75,0.375,-1.375,1.125,1.75,0.875,2.125,0.75,-0.75,0.375,-1.375,1.125,1.75,0.875,2.125,18.375,18.0,18.25,17.5,18.25,17.875,18.125,17.5,7.625,7.8125,7.5625,7.78125,7.46875,7.75,7.4375,7.65625,17.625,18.75,17.875,18.875,18.25,17.875,18.125,17.5,17.625,18.75,17.875,18.875,19.375,19.625,19.0,19.625,18.375,18.0,18.25,17.5,19.375,19.625,19.0,19.625,0.609375,8
