model,condition,sample_id,run_type,dep_str,alt_str,n_tokens,dep_id,alt_id,close_id,logit_dep,logit_alt,logit_close,LD_copy,LD_inclusion,copy_error
gemma3-1b-pt,useLayoutEffect,sub_03,corrupted,mode,max,49,9074,2074,236842,18.042308807373047,21.851234436035156,5.659865856170654,-3.8089256286621094,12.382442951202393,16.191368579864502
gemma3-1b-pt,alias,sub_03,clean,mode,max,55,9074,2074,236842,20.660654067993164,16.814674377441406,6.003833293914795,3.845979690551758,14.65682077407837,10.810841083526611
gemma3-1b-pt,alias,sub_03,corrupted,mode,max,55,9074,2074,236842,18.73808479309082,20.642669677734375,5.680875778198242,-1.9045848846435547,13.057209014892578,14.961793899536133
gemma3-1b-pt,alias_ctrl,sub_03,clean,mode,max,70,9074,2074,236842,20.101333618164062,17.16472625732422,5.697396755218506,2.9366073608398438,14.403936862945557,11.467329502105713
gemma3-1b-pt,alias_ctrl,sub_03,corrupted,mode,max,70,9074,2074,236842,19.018911361694336,20.198373794555664,5.489447116851807,-1.1794624328613281,13.52946424484253,14.708926677703857
gemma3-1b-pt,subscribe,sub_03,clean,mode,max,62,9074,2074,236842,21.057466506958008,16.820484161376953,5.945695877075195,4.236982345581055,15.111770629882812,10.874788284301758
gemma3-1b-pt,subscribe,sub_03,corrupted,mode,max,62,9074,2074,236842,19.331939697265625,20.97378158569336,5.840494155883789,-1.6418418884277344,13.491445541381836,15.13328742980957
gemma3-1b-pt,useEffect,sub_04,clean,index,len,47,2662,3469,236842,22.01500129699707,15.267471313476562,8.601617813110352,6.747529983520508,13.413383483886719,6.665853500366211
gemma3-1b-pt,useEffect,sub_04,corrupted,index,len,47,2662,3469,236842,17.43617820739746,20.950546264648438,7.792043685913086,-3.5143680572509766,9.644134521484375,13.158502578735352
gemma3-1b-pt,useLayoutEffect,sub_04,clean,index,len,49,2662,3469,236842,20.940195083618164,15.80896282196045,8.23401927947998,5.131232261657715,12.706175804138184,7.574943542480469
gemma3-1b-pt,useLayoutEffect,sub_04,corrupted,index,len,49,2662,3469,236842,17.167631149291992,20.055192947387695,7.482842922210693,-2.887561798095703,9.684788227081299,12.572350025177002
gemma3-1b-pt,alias,sub_04,clean,index,len,55,2662,3469,236842,19.770523071289062,16.55449867248535,8.283520698547363,3.216024398803711,11.4870023727417,8.270977973937988
gemma3-1b-pt,alias,sub_04,corrupted,index,len,55,2662,3469,236842,17.663673400878906,19.177461624145508,7.619900703430176,-1.5137882232666016,10.04377269744873,11.557560920715332
gemma3-1b-pt,alias_ctrl,sub_04,clean,index,len,70,2662,3469,236842,19.022497177124023,16.895477294921875,7.808028221130371,2.1270198822021484,11.214468955993652,9.087449073791504
gemma3-1b-pt,alias_ctrl,sub_04,corrupted,index,len,70,2662,3469,236842,17.906230926513672,18.597673416137695,7.351071834564209,-0.6914424896240234,10.555159091949463,11.246601581573486
gemma3-1b-pt,subscribe,sub_04,clean,index,len,62,2662,3469,236842,19.897062301635742,17.572118759155273,8.305710792541504,2.3249435424804688,11.591351509094238,9.26640796661377
gemma3-1b-pt,subscribe,sub_04,corrupted,index,len,62,2662,3469,236842,18.270870208740234,19.676801681518555,7.950235366821289,-1.4059314727783203,10.320634841918945,11.726566314697266
gemma3-1b-pt,useEffect,sub_05,clean,flag,min,46,16213,1387,236842,21.765832901000977,13.021635055541992,6.479799747467041,8.744197845458984,15.286033153533936,6.541835308074951
gemma3-1b-pt,useEffect,sub_05,corrupted,flag,min,46,16213,1387,236842,17.980567932128906,21.693971633911133,6.409006595611572,-3.7134037017822266,11.571561336517334,15.28496503829956
gemma3-1b-pt,useLayoutEffect,sub_05,clean,flag,min,48,16213,1387,236842,21.467636108398438,14.01162338256836,6.078184604644775,7.456012725830078,15.389451503753662,7.933438777923584
gemma3-1b-pt,useLayoutEffect,sub_05,corrupted,flag,min,48,16213,1387,236842,17.762319564819336,21.46610450744629,6.123676776885986,-3.703784942626953,11.63864278793335,15.342427730560303
gemma3-1b-pt,alias,sub_05,clean,flag,min,54,16213,1387,236842,20.313522338867188,16.18049430847168,6.319520473480225,4.133028030395508,13.994001865386963,9.860973834991455
gemma3-1b-pt,alias,sub_05,corrupted,flag,min,54,16213,1387,236842,18.659690856933594,20.622949600219727,6.163984298706055,-1.9632587432861328,12.495706558227539,14.458965301513672
gemma3-1b-pt,alias_ctrl,sub_05,clean,flag,min,69,16213,1387,236842,19.977420806884766,17.125354766845703,5.829495906829834,2.8520660400390625,14.147924900054932,11.29585886001587
gemma3-1b-pt,alias_ctrl,sub_05,corrupted,flag,min,69,16213,1387,236842,19.00282096862793,19.929807662963867,5.677103042602539,-0.9269866943359375,13.32571792602539,14.252704620361328
gemma3-1b-pt,subscribe,sub_05,clean,flag,min,61,16213,1387,236842,20.391162872314453,17.174272537231445,5.9009199142456055,3.216890335083008,14.490242958068848,11.27335262298584
gemma3-1b-pt,subscribe,sub_05,corrupted,flag,min,61,16213,1387,236842,18.94859504699707,20.611989974975586,5.956932544708252,-1.6633949279785156,12.991662502288818,14.655057430267334
gemma3-1b-pt,useEffect,sub_06,clean,tag,num,47,9088,3744,236842,21.34823226928711,15.742339134216309,7.741090774536133,5.605893135070801,13.607141494750977,8.001248359680176
gemma3-1b-pt,useEffect,sub_06,corrupted,tag,num,47,9088,3744,236842,15.133387565612793,21.752973556518555,7.6475067138671875,-6.619585990905762,7.4858808517456055,14.105466842651367
gemma3-1b-pt,useLayoutEffect,sub_06,clean,tag,num,49,9088,3744,236842,20.700258255004883,15.776636123657227,7.421050071716309,4.923622131347656,13.279208183288574,8.355586051940918
gemma3-1b-pt,useLayoutEffect,sub_06,corrupted,tag,num,49,9088,3744,236842,15.998809814453125,20.921098709106445,7.362972259521484,-4.92228889465332,8.63583755493164,13.558126449584961
gemma3-1b-pt,alias,sub_06,clean,tag,num,55,9088,3744,236842,19.641841888427734,17.143449783325195,7.532769203186035,2.498392105102539,12.1090726852417,9.61068058013916
gemma3-1b-pt,alias,sub_06,corrupted,tag,num,55,9088,3744,236842,17.68351936340332,19.972671508789062,7.461520195007324,-2.289152145385742,10.221999168395996,12.511151313781738
gemma3-1b-pt,alias_ctrl,sub_06,clean,tag,num,70,9088,3744,236842,19.18035125732422,17.13136100769043,6.938450336456299,2.048990249633789,12.24190092086792,10.19291067123413
gemma3-1b-pt,alias_ctrl,sub_06,corrupted,tag,num,70,9088,3744,236842,18.639625549316406,19.079313278198242,6.835696220397949,-0.43968772888183594,11.803929328918457,12.243617057800293
gemma3-1b-pt,subscribe,sub_06,clean,tag,num,62,9088,3744,236842,19.782651901245117,17.496021270751953,7.1857781410217285,2.286630630493164,12.596873760223389,10.310243129730225
gemma3-1b-pt,subscribe,sub_06,corrupted,tag,num,62,9088,3744,236842,19.0053768157959,19.531208038330078,7.1410813331604,-0.5258312225341797,11.864295482635498,12.390126705169678
gemma3-1b-pt,useEffect,sub_07,clean,title,ref,46,3250,1811,236842,22.637454986572266,14.414591789245605,7.333563327789307,8.22286319732666,15.303891658782959,7.081028461456299
gemma3-1b-pt,useEffect,sub_07,corrupted,title,ref,46,3250,1811,236842,15.660259246826172,21.252376556396484,6.97617244720459,-5.5921173095703125,8.684086799621582,14.276204109191895
gemma3-1b-pt,useLayoutEffect,sub_07,clean,title,ref,48,3250,1811,236842,22.074190139770508,15.700364112854004,6.866415977478027,6.373826026916504,15.20777416229248,8.833948135375977
gemma3-1b-pt,useLayoutEffect,sub_07,corrupted,title,ref,48,3250,1811,236842,16.20340919494629,20.80691146850586,6.673128128051758,-4.60350227355957,9.530281066894531,14.133783340454102
gemma3-1b-pt,alias,sub_07,clean,title,ref,54,3250,1811,236842,20.466711044311523,16.508392333984375,7.075079441070557,3.9583187103271484,13.391631603240967,9.433312892913818
gemma3-1b-pt,alias,sub_07,corrupted,title,ref,54,3250,1811,236842,17.1720027923584,19.566503524780273,6.9882049560546875,-2.394500732421875,10.183797836303711,12.578298568725586
gemma3-1b-pt,alias_ctrl,sub_07,clean,title,ref,69,3250,1811,236842,20.002391815185547,16.96056365966797,6.84072208404541,3.041828155517578,13.161669731140137,10.119841575622559
gemma3-1b-pt,alias_ctrl,sub_07,corrupted,title,ref,69,3250,1811,236842,17.781801223754883,19.236736297607422,6.605011463165283,-1.454935073852539,11.1767897605896,12.631724834442139
gemma3-1b-pt,subscribe,sub_07,clean,title,ref,61,3250,1811,236842,20.99578285217285,16.78485679626465,7.186988830566406,4.210926055908203,13.808794021606445,9.597867965698242
gemma3-1b-pt,subscribe,sub_07,corrupted,title,ref,61,3250,1811,236842,18.366512298583984,19.955768585205078,6.950524806976318,-1.5892562866210938,11.415987491607666,13.00524377822876
gemma3-1b-pt,useEffect,sub_08,clean,color,val,46,3001,1111,236842,22.348623275756836,14.430419921875,7.745509624481201,7.918203353881836,14.603113651275635,6.684910297393799
gemma3-1b-pt,useEffect,sub_08,corrupted,color,val,46,3001,1111,236842,17.174907684326172,21.18561363220215,7.124086856842041,-4.010705947875977,10.05082082748413,14.061526775360107
gemma3-1b-pt,useLayoutEffect,sub_08,clean,color,val,48,3001,1111,236842,21.569059371948242,14.486717224121094,7.288684368133545,7.082342147827148,14.280375003814697,7.198032855987549
gemma3-1b-pt,useLayoutEffect,sub_08,corrupted,color,val,48,3001,1111,236842,17.269872665405273,20.574764251708984,6.803808689117432,-3.304891586303711,10.466063976287842,13.770955562591553
gemma3-1b-pt,alias,sub_08,clean,color,val,54,3001,1111,236842,20.31241798400879,15.884956359863281,7.2334699630737305,4.427461624145508,13.078948020935059,8.65148639678955
gemma3-1b-pt,alias,sub_08,corrupted,color,val,54,3001,1111,236842,17.63070297241211,19.644222259521484,7.063721656799316,-2.013519287109375,10.566981315612793,12.580500602722168
gemma3-1b-pt,alias_ctrl,sub_08,clean,color,val,69,3001,1111,236842,19.89561653137207,16.721277236938477,6.848093032836914,3.1743392944335938,13.047523498535156,9.873184204101562
gemma3-1b-pt,alias_ctrl,sub_08,corrupted,color,val,69,3001,1111,236842,18.36216163635254,19.183643341064453,6.737857818603516,-0.8214817047119141,11.624303817749023,12.445785522460938
gemma3-1b-pt,subscribe,sub_08,clean,color,val,61,3001,1111,236842,20.29529571533203,17.44480323791504,7.091627597808838,2.850492477416992,13.203668117523193,10.353175640106201
gemma3-1b-pt,subscribe,sub_08,corrupted,color,val,61,3001,1111,236842,18.508625030517578,19.759544372558594,6.999478816986084,-1.2509193420410156,11.509146213531494,12.76006555557251
gemma3-1b-pt,useEffect,sub_09,clean,text,base,45,1005,5521,236842,21.506175994873047,14.483636856079102,6.957062721252441,7.022539138793945,14.549113273620605,7.52657413482666
gemma3-1b-pt,useEffect,sub_09,corrupted,text,base,45,1005,5521,236842,15.354211807250977,21.035018920898438,7.2775774002075195,-5.680807113647461,8.076634407043457,13.757441520690918
gemma3-1b-pt,useLayoutEffect,sub_09,clean,text,base,47,1005,5521,236842,21.03880500793457,16.10146141052246,6.480432987213135,4.937343597412109,14.558372020721436,9.621028423309326
gemma3-1b-pt,useLayoutEffect,sub_09,corrupted,text,base,47,1005,5521,236842,15.874009132385254,20.638290405273438,6.739490509033203,-4.764281272888184,9.13451862335205,13.898799896240234
gemma3-1b-pt,alias,sub_09,clean,text,base,53,1005,5521,236842,19.72624397277832,16.906518936157227,6.260785102844238,2.8197250366210938,13.465458869934082,10.645733833312988
gemma3-1b-pt,alias,sub_09,corrupted,text,base,53,1005,5521,236842,17.11366844177246,19.61128044128418,6.4824957847595215,-2.4976119995117188,10.63117265701294,13.128784656524658
gemma3-1b-pt,alias_ctrl,sub_09,clean,text,base,68,1005,5521,236842,18.980424880981445,17.688386917114258,6.049510478973389,1.2920379638671875,12.930914402008057,11.63887643814087
gemma3-1b-pt,alias_ctrl,sub_09,corrupted,text,base,68,1005,5521,236842,17.406124114990234,19.140439987182617,6.086615562438965,-1.7343158721923828,11.31950855255127,13.053824424743652
gemma3-1b-pt,subscribe,sub_09,clean,text,base,60,1005,5521,236842,19.89154052734375,17.739492416381836,6.442374229431152,2.152048110961914,13.449166297912598,11.297118186950684
gemma3-1b-pt,subscribe,sub_09,corrupted,text,base,60,1005,5521,236842,17.88317108154297,19.68398666381836,6.551908493041992,-1.8008155822753906,11.331262588500977,13.132078170776367
gemma3-1b-pt,useEffect,sub_10,clean,id,num,46,547,3744,236842,21.73512077331543,15.111969947814941,7.617395877838135,6.623150825500488,14.117724895477295,7.494574069976807
gemma3-1b-pt,useEffect,sub_10,corrupted,id,num,46,547,3744,236842,17.205036163330078,20.869068145751953,7.628520488739014,-3.664031982421875,9.576515674591064,13.24054765701294
gemma3-1b-pt,useLayoutEffect,sub_10,clean,id,num,48,547,3744,236842,20.81941032409668,15.443413734436035,7.38016939163208,5.3759965896606445,13.4392409324646,8.063244342803955
gemma3-1b-pt,useLayoutEffect,sub_10,corrupted,id,num,48,547,3744,236842,17.605148315429688,19.957029342651367,7.3986382484436035,-2.3518810272216797,10.206510066986084,12.558391094207764
gemma3-1b-pt,alias,sub_10,clean,id,num,54,547,3744,236842,19.626907348632812,16.44896697998047,7.213268280029297,3.1779403686523438,12.413639068603516,9.235698699951172
gemma3-1b-pt,alias,sub_10,corrupted,id,num,54,547,3744,236842,17.833553314208984,19.14967918395996,7.417715072631836,-1.3161258697509766,10.415838241577148,11.731964111328125
gemma3-1b-pt,alias_ctrl,sub_10,clean,id,num,69,547,3744,236842,18.79644775390625,16.63677978515625,6.694947719573975,2.15966796875,12.101500034332275,9.941832065582275
gemma3-1b-pt,alias_ctrl,sub_10,corrupted,id,num,69,547,3744,236842,18.045988082885742,18.199899673461914,6.859464168548584,-0.15391159057617188,11.186523914337158,11.34043550491333
gemma3-1b-pt,subscribe,sub_10,clean,id,num,61,547,3744,236842,19.400110244750977,17.158479690551758,6.91083288192749,2.2416305541992188,12.489277362823486,10.247646808624268
gemma3-1b-pt,subscribe,sub_10,corrupted,id,num,61,547,3744,236842,18.573026657104492,18.702342987060547,7.170281887054443,-0.1293163299560547,11.402744770050049,11.532061100006104
gemma3-1b-pt,useEffect,sub_11,clean,key,max,47,2478,2074,236842,22.775243759155273,17.036823272705078,7.828675270080566,5.738420486450195,14.946568489074707,9.208148002624512
gemma3-1b-pt,useEffect,sub_11,corrupted,key,max,47,2478,2074,236842,17.543489456176758,22.281625747680664,6.975593566894531,-4.738136291503906,10.567895889282227,15.306032180786133
gemma3-1b-pt,useLayoutEffect,sub_11,clean,key,max,49,2478,2074,236842,22.160852432250977,17.420392990112305,7.56622314453125,4.740459442138672,14.594629287719727,9.854169845581055
gemma3-1b-pt,useLayoutEffect,sub_11,corrupted,key,max,49,2478,2074,236842,18.061677932739258,21.537879943847656,6.607795715332031,-3.4762020111083984,11.453882217407227,14.930084228515625
gemma3-1b-pt,alias,sub_11,clean,key,max,55,2478,2074,236842,21.213058471679688,17.6501407623291,7.842604160308838,3.562917709350586,13.37045431137085,9.807536602020264
gemma3-1b-pt,alias,sub_11,corrupted,key,max,55,2478,2074,236842,19.68405532836914,20.26784324645996,7.119748592376709,-0.5837879180908203,12.564306735992432,13.148094654083252
gemma3-1b-pt,alias_ctrl,sub_11,clean,key,max,70,2478,2074,236842,21.01319122314453,17.792722702026367,7.476417541503906,3.220468521118164,13.536773681640625,10.316305160522461
gemma3-1b-pt,alias_ctrl,sub_11,corrupted,key,max,70,2478,2074,236842,20.4682559967041,19.505451202392578,6.969842433929443,0.9628047943115234,13.498413562774658,12.535608768463135
gemma3-1b-pt,subscribe,sub_11,clean,key,max,62,2478,2074,236842,21.46952247619629,18.255455017089844,7.6748504638671875,3.2140674591064453,13.794672012329102,10.580604553222656
gemma3-1b-pt,subscribe,sub_11,corrupted,key,max,62,2478,2074,236842,20.65177345275879,20.11143684387207,7.141822338104248,0.5403366088867188,13.509951114654541,12.969614505767822
gemma3-1b-pt,useEffect,sub_12,clean,name,len,46,1201,3469,236842,21.40125274658203,16.769630432128906,8.755781173706055,4.631622314453125,12.645471572875977,8.013849258422852
gemma3-1b-pt,useEffect,sub_12,corrupted,name,len,46,1201,3469,236842,15.381704330444336,21.220186233520508,8.04270076751709,-5.838481903076172,7.339003562927246,13.177485466003418
gemma3-1b-pt,useLayoutEffect,sub_12,clean,name,len,48,1201,3469,236842,20.844881057739258,16.88193702697754,8.389598846435547,3.9629440307617188,12.455282211303711,8.492338180541992
gemma3-1b-pt,useLayoutEffect,sub_12,corrupted,name,len,48,1201,3469,236842,15.730003356933594,20.550006866455078,7.795388221740723,-4.820003509521484,7.934615135192871,12.754618644714355
gemma3-1b-pt,alias,sub_12,clean,name,len,54,1201,3469,236842,20.205434799194336,17.355314254760742,8.419672966003418,2.8501205444335938,11.785761833190918,8.935641288757324
gemma3-1b-pt,alias,sub_12,corrupted,name,len,54,1201,3469,236842,17.609163284301758,19.513078689575195,8.024394035339355,-1.9039154052734375,9.584769248962402,11.48868465423584
gemma3-1b-pt,alias_ctrl,sub_12,clean,name,len,69,1201,3469,236842,19.937015533447266,17.123533248901367,8.0161714553833,2.8134822845458984,11.920844078063965,9.107361793518066
gemma3-1b-pt,alias_ctrl,sub_12,corrupted,name,len,69,1201,3469,236842,18.376394271850586,18.797374725341797,7.785608768463135,-0.42098045349121094,10.590785503387451,11.011765956878662
gemma3-1b-pt,subscribe,sub_12,clean,name,len,61,1201,3469,236842,20.72783088684082,17.617694854736328,8.39333438873291,3.110136032104492,12.33449649810791,9.224360466003418
gemma3-1b-pt,subscribe,sub_12,corrupted,name,len,61,1201,3469,236842,18.0728759765625,19.96904182434082,8.418211936950684,-1.8961658477783203,9.654664039611816,11.550829887390137
gemma3-1b-pt,useEffect,sub_13,clean,count,val,46,2861,1111,236842,21.727771759033203,13.421263694763184,7.826041221618652,8.30650806427002,13.90173053741455,5.595222473144531
gemma3-1b-pt,useEffect,sub_13,corrupted,count,val,46,2861,1111,236842,17.100915908813477,20.581069946289062,7.702539443969727,-3.480154037475586,9.39837646484375,12.878530502319336
gemma3-1b-pt,useLayoutEffect,sub_13,clean,count,val,48,2861,1111,236842,21.027389526367188,13.917354583740234,7.413918972015381,7.110034942626953,13.613470554351807,6.5034356117248535
gemma3-1b-pt,useLayoutEffect,sub_13,corrupted,count,val,48,2861,1111,236842,17.058876037597656,20.097442626953125,7.3471245765686035,-3.0385665893554688,9.711751461029053,12.750318050384521
gemma3-1b-pt,alias,sub_13,clean,count,val,54,2861,1111,236842,20.052465438842773,15.897384643554688,7.652647972106934,4.155080795288086,12.39981746673584,8.244736671447754
gemma3-1b-pt,alias,sub_13,corrupted,count,val,54,2861,1111,236842,17.4301700592041,19.655197143554688,7.670905590057373,-2.225027084350586,9.759264469146729,11.984291553497314
gemma3-1b-pt,alias_ctrl,sub_13,clean,count,val,69,2861,1111,236842,19.16067886352539,17.0347957611084,7.272489070892334,2.125883102416992,11.888189792633057,9.762306690216064
gemma3-1b-pt,alias_ctrl,sub_13,corrupted,count,val,69,2861,1111,236842,17.7332763671875,19.294404983520508,7.338356018066406,-1.5611286163330078,10.394920349121094,11.956048965454102
gemma3-1b-pt,subscribe,sub_13,clean,count,val,61,2861,1111,236842,19.474308013916016,17.400663375854492,7.596920967102051,2.0736446380615234,11.877387046813965,9.803742408752441
gemma3-1b-pt,subscribe,sub_13,corrupted,count,val,61,2861,1111,236842,18.124277114868164,19.496366500854492,7.649500370025635,-1.3720893859863281,10.47477674484253,11.846866130828857
gemma3-1b-pt,useEffect,sub_14,clean,mode,ref,46,9074,1811,236842,23.23688316345215,13.142719268798828,6.97711181640625,10.09416389465332,16.2597713470459,6.165607452392578
gemma3-1b-pt,useEffect,sub_14,corrupted,mode,ref,46,9074,1811,236842,18.29776954650879,21.27725601196289,6.597553730010986,-2.9794864654541016,11.700215816497803,14.679702281951904
gemma3-1b-pt,useLayoutEffect,sub_14,clean,mode,ref,48,9074,1811,236842,22.481462478637695,14.43871784210205,6.434099197387695,8.042744636535645,16.04736328125,8.004618644714355
gemma3-1b-pt,useLayoutEffect,sub_14,corrupted,mode,ref,48,9074,1811,236842,18.044937133789062,20.97056007385254,6.022876739501953,-2.9256229400634766,12.02206039428711,14.947683334350586
gemma3-1b-pt,alias,sub_14,clean,mode,ref,54,9074,1811,236842,20.89797592163086,15.60371208190918,6.5777082443237305,5.29426383972168,14.320267677307129,9.02600383758545
gemma3-1b-pt,alias,sub_14,corrupted,mode,ref,54,9074,1811,236842,18.47218132019043,19.78481674194336,6.248492240905762,-1.3126354217529297,12.223689079284668,13.536324501037598
gemma3-1b-pt,alias_ctrl,sub_14,clean,mode,ref,69,9074,1811,236842,20.384424209594727,15.868497848510742,6.249996662139893,4.515926361083984,14.134427547454834,9.61850118637085
gemma3-1b-pt,alias_ctrl,sub_14,corrupted,mode,ref,69,9074,1811,236842,18.740022659301758,19.526063919067383,5.842251777648926,-0.786041259765625,12.897770881652832,13.683812141418457
gemma3-1b-pt,subscribe,sub_14,clean,mode,ref,61,9074,1811,236842,21.50824737548828,14.84100341796875,6.406147003173828,6.667243957519531,15.102100372314453,8.434856414794922
gemma3-1b-pt,subscribe,sub_14,corrupted,mode,ref,61,9074,1811,236842,19.20536994934082,20.075489044189453,6.146702766418457,-0.8701190948486328,13.058667182922363,13.928786277770996
gemma3-1b-pt,useEffect,sub_15,clean,page,min,47,4000,1387,236842,23.450185775756836,15.118432998657227,8.214408874511719,8.33175277709961,15.235776901245117,6.904024124145508
gemma3-1b-pt,useEffect,sub_15,corrupted,page,min,47,4000,1387,236842,17.578889846801758,22.831003189086914,7.1456499099731445,-5.252113342285156,10.433239936828613,15.68535327911377
gemma3-1b-pt,useLayoutEffect,sub_15,clean,page,min,49,4000,1387,236842,22.537601470947266,16.32360076904297,7.489903926849365,6.214000701904297,15.0476975440979,8.833696842193604
gemma3-1b-pt,useLayoutEffect,sub_15,corrupted,page,min,49,4000,1387,236842,17.727025985717773,22.327516555786133,6.629187107086182,-4.600490570068359,11.097838878631592,15.698329448699951
gemma3-1b-pt,alias,sub_15,clean,page,min,55,4000,1387,236842,21.044132232666016,17.398454666137695,7.316183090209961,3.6456775665283203,13.727949142456055,10.082271575927734
gemma3-1b-pt,alias,sub_15,corrupted,page,min,55,4000,1387,236842,18.32961654663086,21.39341926574707,6.787881374359131,-3.063802719116211,11.541735172271729,14.60553789138794
gemma3-1b-pt,alias_ctrl,sub_15,clean,page,min,70,4000,1387,236842,20.615930557250977,17.685842514038086,6.679988861083984,2.9300880432128906,13.935941696166992,11.005853652954102
gemma3-1b-pt,alias_ctrl,sub_15,corrupted,page,min,70,4000,1387,236842,18.631380081176758,20.736204147338867,6.312932014465332,-2.1048240661621094,12.318448066711426,14.423272132873535
gemma3-1b-pt,subscribe,sub_15,clean,page,min,62,4000,1387,236842,21.61015510559082,17.857345581054688,7.140921115875244,3.752809524536133,14.469233989715576,10.716424465179443
gemma3-1b-pt,subscribe,sub_15,corrupted,page,min,62,4000,1387,236842,18.914390563964844,21.457738876342773,6.558362007141113,-2.5433483123779297,12.35602855682373,14.89937686920166
gemma3-1b-pt,useEffect,sub_16,clean,query,base,47,3278,5521,236842,22.393550872802734,15.010900497436523,8.281054496765137,7.382650375366211,14.112496376037598,6.729846000671387
gemma3-1b-pt,useEffect,sub_16,corrupted,query,base,47,3278,5521,236842,18.05122947692871,21.62836456298828,8.206816673278809,-3.5771350860595703,9.844412803649902,13.421547889709473
gemma3-1b-pt,useLayoutEffect,sub_16,clean,query,base,49,3278,5521,236842,21.511066436767578,15.966049194335938,7.7422332763671875,5.545017242431641,13.76883316040039,8.22381591796875
gemma3-1b-pt,useLayoutEffect,sub_16,corrupted,query,base,49,3278,5521,236842,18.152259826660156,20.936513900756836,7.615819454193115,-2.7842540740966797,10.536440372467041,13.32069444656372
gemma3-1b-pt,alias,sub_16,clean,query,base,55,3278,5521,236842,20.31784439086914,16.920246124267578,7.835140705108643,3.3975982666015625,12.482703685760498,9.085105419158936
gemma3-1b-pt,alias,sub_16,corrupted,query,base,55,3278,5521,236842,18.824790954589844,19.79562759399414,7.63750696182251,-0.9708366394042969,11.187283992767334,12.15812063217163
gemma3-1b-pt,alias_ctrl,sub_16,clean,query,base,70,3278,5521,236842,19.838655471801758,16.84406852722168,7.236537933349609,2.994586944580078,12.602117538452148,9.60753059387207
gemma3-1b-pt,alias_ctrl,sub_16,corrupted,query,base,70,3278,5521,236842,19.06093406677246,19.1072940826416,7.0769195556640625,-0.046360015869140625,11.984014511108398,12.030374526977539
gemma3-1b-pt,subscribe,sub_16,clean,query,base,62,3278,5521,236842,20.725778579711914,16.58732032775879,7.68813419342041,4.138458251953125,13.037644386291504,8.899186134338379
gemma3-1b-pt,subscribe,sub_16,corrupted,query,base,62,3278,5521,236842,19.708223342895508,19.35235595703125,7.539164066314697,0.3558673858642578,12.16905927658081,11.813191890716553
gemma3-1b-pt,useEffect,sub_17,clean,index,cap,47,2662,5565,236842,21.813589096069336,12.975549697875977,8.304237365722656,8.83803939819336,13.50935173034668,4.67131233215332
gemma3-1b-pt,useEffect,sub_17,corrupted,index,cap,47,2662,5565,236842,17.63733673095703,21.474689483642578,7.257967472076416,-3.837352752685547,10.379369258880615,14.216722011566162
gemma3-1b-pt,useLayoutEffect,sub_17,clean,index,cap,49,2662,5565,236842,20.866043090820312,13.814421653747559,7.747955322265625,7.051621437072754,13.118087768554688,6.066466331481934
gemma3-1b-pt,useLayoutEffect,sub_17,corrupted,index,cap,49,2662,5565,236842,17.350814819335938,20.824087142944336,6.643458843231201,-3.4732723236083984,10.707355976104736,14.180628299713135
gemma3-1b-pt,alias,sub_17,clean,index,cap,55,2662,5565,236842,19.494569778442383,15.642216682434082,7.476573467254639,3.852353096008301,12.017996311187744,8.165643215179443
gemma3-1b-pt,alias,sub_17,corrupted,index,cap,55,2662,5565,236842,18.058786392211914,19.59634017944336,6.831657886505127,-1.5375537872314453,11.227128505706787,12.764682292938232
gemma3-1b-pt,alias_ctrl,sub_17,clean,index,cap,70,2662,5565,236842,18.893798828125,15.55965805053711,6.862309455871582,3.3341407775878906,12.031489372253418,8.697348594665527
gemma3-1b-pt,alias_ctrl,sub_17,corrupted,index,cap,70,2662,5565,236842,18.192182540893555,18.610370635986328,6.409989356994629,-0.41818809509277344,11.782193183898926,12.2003812789917
gemma3-1b-pt,subscribe,sub_17,clean,index,cap,62,2662,5565,236842,19.783178329467773,15.419140815734863,7.351236820220947,4.36403751373291,12.431941509246826,8.067903995513916
gemma3-1b-pt,subscribe,sub_17,corrupted,index,cap,62,2662,5565,236842,18.488306045532227,19.34685516357422,6.898622512817383,-0.8585491180419922,11.589683532714844,12.448232650756836
gemma3-1b-pt,useEffect,sub_18,clean,status,num,46,4818,3744,236842,21.62490463256836,14.033624649047852,7.33050012588501,7.591279983520508,14.29440450668335,6.703124523162842
gemma3-1b-pt,useEffect,sub_18,corrupted,status,num,46,4818,3744,236842,15.962657928466797,21.171831130981445,6.9590744972229,-5.209173202514648,9.003583431243896,14.212756633758545
gemma3-1b-pt,useLayoutEffect,sub_18,clean,status,num,48,4818,3744,236842,21.1901912689209,14.748993873596191,6.9274983406066895,6.441197395324707,14.262692928314209,7.821495532989502
gemma3-1b-pt,useLayoutEffect,sub_18,corrupted,status,num,48,4818,3744,236842,16.136091232299805,20.85762596130371,6.589419841766357,-4.721534729003906,9.546671390533447,14.268206119537354
gemma3-1b-pt,alias,sub_18,clean,status,num,54,4818,3744,236842,19.72338104248047,16.59670066833496,6.988389015197754,3.126680374145508,12.734992027282715,9.608311653137207
gemma3-1b-pt,alias,sub_18,corrupted,status,num,54,4818,3744,236842,16.98723602294922,20.294116973876953,6.718690395355225,-3.3068809509277344,10.268545627593994,13.575426578521729
